1.448306974737247899e+00 1.409542443524416155e+00 1.385300419088815405e+00 1.377106977010268629e+00 1.385755659527962536e+00 1.411257878206269467e+00 1.452830203531686459e+00 1.508919663398629929e+00 1.577266434117431615e+00 1.655001580818695528e+00 1.738775864974565266e+00 1.824914157879173437e+00 1.909588746516313273e+00 1.989003849152251924e+00 2.059583017298537655e+00 2.118150819699252452e+00 2.162100298846057367e+00 2.189538161401552330e+00 2.199400494957376218e+00 2.191532963406270795e+00 2.166730876236643955e+00 2.126736195156865517e+00 2.074190366406415631e+00 2.012543773345716325e+00 1.945924511634163023e+00 1.878971017756979389e+00 1.816634752508917705e+00 1.763960581636863756e+00 1.725853642287325629e+00 1.706842283771099922e+00 1.710847085771602938e+00 1.740965963259682336e+00 1.799284958383509325e+00 1.886723505798182376e+00 2.002921766333653153e+00 2.146176097384485892e+00 2.313426923924681855e+00 2.500301260573943640e+00 2.701209990928103988e+00 2.909497819887807868e+00 3.117641665301680298e+00 3.317491233562785080e+00 3.500543712411374297e+00 3.658242988163621590e+00 3.782292618415349139e+00 3.864971016249135083e+00 3.899436964012851892e+00 3.880013692822362081e+00 3.802440339239848921e+00 3.664080606268711904e+00
1.607937269815512327e+00 1.574922933043058082e+00 1.550717591870895751e+00 1.537150464438443276e+00 1.535486681883275084e+00 1.546358854101348212e+00 1.569730800210045851e+00 1.604895379180009796e+00 1.650506743326650927e+00 1.704645703855366179e+00 1.764915316492077890e+00 1.828562337315660757e+00 1.892618929962797791e+00 1.954057983081214367e+00 2.009954668411469747e+00 2.057646469734126349e+00 2.094883861555047133e+00 2.119964119192701446e+00 2.131841388895778788e+00 2.130207112775729605e+00 2.115536149689551504e+00 2.089095408321655967e+00 2.052913450842327237e+00 2.009711265152366533e+00 1.962796166486334926e+00 1.915922498920051842e+00 1.873124389448302285e+00 1.838527191729066423e+00 1.816145380900060280e+00 1.809675472935757146e+00 1.822293002270162887e+00 1.856462674654597578e+00 1.913770508759619737e+00 1.994786096249404839e+00 2.098962068296158279e+00 2.224576494273510896e+00 2.368722306965085345e+00 2.527346011117429292e+00 2.695335960934214903e+00 2.866658465943707323e+00 3.034537985620555656e+00 3.191675783178124171e+00 3.330499706625728695e+00 3.443436322418047535e+00 3.523195506095724738e+00 3.563056845272762008e+00 3.557146868841777554e+00 3.500696202075042063e+00 3.390266263256170198e+00 3.223936049309730656e+00
1.694304645911612672e+00 1.666110279307876807e+00 1.641113481129666152e+00 1.621467965185378945e+00 1.608926479680952815e+00 1.604752918064464184e+00 1.609662058172059318e+00 1.623789691127867307e+00 1.646694409097953393e+00 1.677390775490400276e+00 1.714412072712156565e+00 1.755899380415904876e+00 1.799712446656735576e+00 1.843556734145740172e+00 1.885120203158225927e+00 1.922212869521097822e+00 1.952901975274147439e+00 1.975635741706068593e+00 1.989349135471650376e+00 1.993545849847015772e+00 1.988351752549595730e+00 1.974536334201771881e+00 1.953500152179894478e+00 1.927227839795447428e+00 1.898207871527941126e+00 1.869321869832917260e+00 1.843707736829112154e+00 1.824602227418127942e+00 1.815169688051432972e+00 1.818324515484639692e+00 1.836555401894859330e+00 1.871759599342741387e+00 1.925095244872909728e+00 1.996859239857528223e+00 2.086397290975715357e+00 2.192051527557869139e+00 2.311149656354928972e+00 2.440037957167592975e+00 2.574158627557220136e+00 2.708170125073182888e+00 2.836107307755623363e+00 2.951576415310945833e+00 3.047978338844016477e+00 3.118752265123133416e+00 3.157630712135884199e+00 3.158896245030176519e+00 3.117629810945420132e+00 3.029940678324735348e+00 2.893168415747501943e+00 2.706048185573740383e+00
1.709574075564258333e+00 1.684921867130143136e+00 1.658013698768828981e+00 1.631349891781184391e+00 1.607186034116651729e+00 1.587425149417098558e+00 1.573533183417012093e+00 1.566481401731415257e+00 1.566717915012337592e+00 1.574169083875451847e+00 1.588270074340245586e+00 1.608022402560697728e+00 1.632074990474886134e+00 1.658824111324283423e+00 1.686526687385851986e+00 1.713420753031135169e+00 1.737846543628643214e+00 1.758361630771245521e+00 1.773843798780855519e+00 1.783575934295264842e+00 1.787308054320320361e+00 1.785292690363118107e+00 1.778291128313123970e+00 1.767549418121483251e+00 1.754744550398121383e+00 1.741902681753636939e+00 1.731292709518875261e+00 1.725299784284442195e+00 1.726284445709465487e+00 1.736433921359475274e+00 1.757612698260746509e+00 1.791219732794469000e+00 1.838059590326668546e+00 1.898234399645933879e+00 1.971062781350594983e+00 2.055030890297671498e+00 2.147779439596200213e+00 2.246129098324443962e+00 2.346145037463363003e+00 2.443239705642299420e+00 2.532311219476251818e+00 2.607913124961044993e+00 2.664449797106694717e+00 2.696390460367911857e+00 2.698493790425535721e+00 2.666034346248857378e+00 2.595021715606311119e+00 2.482403258885973685e+00 2.326241711909936338e+00 2.125859649690043263e+00
1.658731866358372553e+00 1.636021197834353735e+00 1.605814380018487864e+00 1.570980992423453237e+00 1.534293733718059549e+00 1.498300300838945054e+00 1.465214536261069345e+00 1.436831270553189377e+00 1.414468016589738086e+00 1.398935283406818719e+00 1.390535836558069338e+00 1.389091804356505921e+00 1.393997180599385821e+00 1.404292065068531770e+00 1.418753967231945134e+00 1.436000720939476727e+00 1.454599052236597911e+00 1.473172629966400526e+00 1.490503517503458664e+00 1.505621328038515117e+00 1.517875046276139894e+00 1.526983384738288096e+00 1.533060650597781516e+00 1.536616357489784424e+00 1.538528167628489429e+00 1.539989130109066462e+00 1.542431527334402253e+00 1.547430890255993230e+00 1.556594835857962433e+00 1.571442265060009502e+00 1.593279093011221725e+00 1.623077034580749034e+00 1.661362016121394669e+00 1.708118524009613948e+00 1.762715638457881706e+00 1.823859658505154524e+00 1.889577134402391723e+00 1.957230831580049735e+00 2.023569710188036552e+00 2.084812477168466849e+00 2.136762719859099491e+00 2.174952128912164273e+00 2.194806930416139057e+00 2.191831435124029781e+00 2.161801632534137152e+00 2.100961056018564310e+00 2.006210757820967583e+00 1.875285182282056429e+00 1.706906020903785404e+00 1.500906768185036766e+00
1.549325487318317096e+00 1.526669010245589542e+00 1.491543882535930621e+00 1.447211791931301228e+00 1.396975621765598419e+00 1.344030837632581576e+00 1.291332387277088989e+00 1.241482368248325807e+00 1.196642546621245584e+00 1.158474489615091141e+00 1.128108667712681035e+00 1.106142453114286939e+00 1.092665556094399415e+00 1.087310161120449870e+00 1.089321906830547526e+00 1.097646946471165563e+00 1.111029666395112692e+00 1.128115256263958255e+00 1.147551229525034078e+00 1.168082187148822726e+00 1.188632589001229478e+00 1.208373020591808178e+00 1.226766382005567202e+00 1.243591534717557456e+00 1.258943167322135848e+00 1.273207924498967136e+00 1.287018123829541949e+00 1.301185601663951807e+00 1.316619324364890931e+00 1.334231322700020428e+00 1.354836210542431862e+00 1.379049999834734974e+00 1.407194098825925277e+00 1.439210269191581570e+00 1.474591922044444336e+00 1.512336468183217875e+00 1.550922531652317859e+00 1.588314726374542518e+00 1.621997431350946650e+00 1.649037636224344405e+00 1.666175526449968025e+00 1.669940098926561811e+00 1.656785807421606638e+00 1.623245092147657331e+00 1.566090703412689189e+00 1.482501031314483075e+00 1.370221237781784618e+00 1.227712877909455935e+00 1.054284905583364518e+00 8.501994813881598168e-01
1.391097769175661636e+00 1.366367701007930924e+00 1.324516671769455645e+00 1.269221071072982099e+00 1.204325502700511308e+00 1.133673627989428612e+00 1.060951090111113881e+00 9.895465892622118398e-01 9.224360986577364585e-01 8.620939509264923251e-01 8.104331443618686404e-01 7.687757826444636677e-01 7.378531353350631372e-01 7.178334530392315171e-01 7.083744495526529406e-01 7.086963253821584319e-01 7.176703955067638141e-01 7.339178309061106242e-01 7.559127479125736793e-01 7.820838886709559068e-01 8.109094237838764263e-01 8.409999559027614424e-01 8.711655803594662295e-01 9.004638255849519712e-01 9.282264035048491957e-01 9.540638938564901528e-01 9.778487084955986841e-01 9.996778734700814129e-01 1.019818270951907913e+00 1.038637947410411488e+00 1.056527872754189135e+00 1.073819090382178709e+00 1.090700503376217378e+00 1.107142582227035765e+00 1.122832051558974475e+00 1.137122126734385397e+00 1.149002147387824246e+00 1.157089526297818693e+00 1.159645840602595790e+00 1.154617688002137044e+00 1.139701668626292186e+00 1.112431592154941029e+00 1.070284808546112298e+00 1.010803476251476152e+00 9.317256663234676495e-01 8.311204995991913203e-01 7.075210633852426767e-01 5.600486792414811621e-01 3.885222081015734519e-01 1.935464839533121151e-01
1.195531278437219180e+00 1.166414555762551819e+00 1.115894626479191798e+00 1.048084356470317502e+00 9.673796387708087918e-01 8.782697996706837484e-01 7.851569998144006801e-01 6.921914976312699697e-01 6.031286444725602047e-01 5.212122727027673763e-01 4.490877780077368042e-01 3.887467486470163047e-01 3.415035227854829047e-01 3.080026252368157635e-01 2.882547083594613757e-01 2.816974538898089353e-01 2.872769303261133444e-01 3.035441810711424493e-01 3.287613672972268253e-01 3.610116193210631819e-01 3.983068612357117955e-01 4.386882530905186206e-01 4.803145186185279192e-01 5.215342593687033457e-01 5.609393542059393223e-01 5.973976557944082888e-01 6.300643677287220967e-01 6.583726603597805926e-01 6.820052036814534535e-01 7.008493087104477048e-01 7.149392269869823124e-01 7.243898212135406744e-01 7.293262581251676036e-01 7.298145676942439097e-01 7.257978525452920548e-01 7.170426217294636473e-01 7.030991792067222690e-01 6.832792458917502643e-01 6.566530710565580131e-01 6.220672384581323877e-01 5.781832450638577647e-01 5.235357797720892048e-01 4.566085115191411692e-01 3.759241649215177561e-01 2.801447677978560202e-01 1.681772433027643454e-01 3.927902675501757090e-02 -1.068418593538743022e-01 -2.699378231115547311e-01 -4.491490825526646136e-01
9.753224303640859461e-01 9.393831149782824186e-01 8.781748594490865756e-01 7.962673048539217202e-01 6.986147314579326251e-01 5.903462945471612544e-01 4.765625348211213752e-01 3.621458036824245497e-01 2.515913186628129794e-01 1.488644000500021214e-01 5.728809307293833419e-02 -2.053608662960670905e-02 -8.277306717463710217e-02 -1.283650854448447065e-01 -1.570102261063165971e-01 -1.691116544542010103e-01 -1.657016727476087470e-01 -1.483456106798579921e-01 -1.190311817918005000e-01 -8.004928018871498852e-02 -3.387224980539282893e-02 1.696456164809004297e-02 6.997263118224308909e-02 1.228068470283178726e-01 1.733451267935472440e-01 2.197483814780969436e-01 2.604992699926028665e-01 2.944193535537170670e-01 3.206654023811277288e-01 3.387066745493806930e-01 3.482859292275711227e-01 3.493677110871771796e-01 3.420780150939681241e-01 3.266397869126424491e-01 3.033088203799500504e-01 2.723144780463739867e-01 2.338092931834308552e-01 1.878309323542566855e-01 1.342792369953057507e-01 7.291015924768191880e-02 3.347406917583783947e-03 -7.488843514360635223e-02 -1.623345826573004413e-01 -2.595267898702765530e-01 -3.669292889964339555e-01 -4.848578015776097150e-01 -6.134000333985168973e-01 -7.523383888655590379e-01 -9.010797292568627492e-01 -1.058596844058370623e+00
7.438078518543858042e-01 6.985549959217957072e-01 6.246261995831869918e-01 5.270659712950185316e-01 4.113910435780216979e-01 2.833608696684629114e-01 1.487520537516182073e-01 1.314509781436500740e-02 -1.182690136378016510e-01 -2.408559982310410630e-01 -3.506741771494639170e-01 -4.445755305328904505e-01 -5.202699169924042133e-01 -5.763520555637685616e-01 -6.122924052470003486e-01 -6.283945003242686900e-01 -6.257225531135197638e-01 -6.060041727448773896e-01 -5.715138325984905343e-01 -5.249432257672583813e-01 -4.692648655152907855e-01 -4.075952172603248824e-01 -3.430633036870173180e-01 -2.786901303973103872e-01 -2.172834714814428636e-01 -1.613515764850233791e-01 -1.130382627481251456e-01 -7.408069430050967519e-02 -4.578997622298724979e-02 -2.905356643665268912e-02 -2.435747663586945722e-02 -3.182534624348018482e-02 -5.127076591452364718e-02 -8.225872911346057692e-02 -1.241718201311069192e-01 -1.762767120311505287e-01 -2.377867446417887554e-01 -3.079167661480525231e-01 -3.859270273336672386e-01 -4.711536814779367921e-01 -5.630243245708634880e-01 -6.610579638877811526e-01 -7.648497790434130028e-01 -8.740419886676210615e-01 -9.882830096405080811e-01 -1.107177850048590706e+00 -1.230233273212320455e+00 -1.356801677493786995e+00 -1.486027833421323052e+00 -1.616802594380223779e+00
